order_id,customer_id,product_id,quantity,total_cost,order_date
52,322,1018,4,104.46024882557253,2024-02-16
52,322,1018,1,26.115062206393134,2024-02-16
53,876,1016,2,26.090875117597832,2024-10-18
53,876,1071,3,140.33999334875574,2024-10-18
53,876,1091,3,166.58123908672638,2024-10-18
53,876,1082,4,108.69883478160114,2024-10-18
54,51,1038,5,268.15994843852786,2024-05-08
55,66,1038,4,214.52795875082228,2024-05-31
55,66,1046,4,233.78771476937405,2024-05-31
55,66,1045,5,94.82541882089737,2024-05-31
55,66,1038,5,268.15994843852786,2024-05-31
56,574,1017,1,29.99724527719026,2024-02-16
56,574,1091,1,55.527079695575466,2024-02-16
56,574,1046,2,116.89385738468702,2024-02-16
57,782,1011,5,302.7081144891002,2024-02-27
57,782,1060,2,191.48485100830217,2024-02-27
57,782,1065,2,191.33202869363095,2024-02-27
57,782,1025,5,182.05742366177674,2024-02-27
58,955,1011,1,60.541622897820034,2024-12-05
59,911,1076,3,157.23821122724956,2024-12-14
59,911,1083,2,189.88584189764907,2024-12-14
59,911,1023,5,159.78703419118926,2024-12-14
59,911,1081,3,218.78049620213386,2024-12-14
60,366,1060,3,287.2272765124533,2024-03-25
60,366,1076,5,262.06368537874926,2024-03-25
61,346,1099,4,27.51083100613475,2024-03-13
62,235,1069,5,104.09981004742413,2024-09-17
62,235,1099,2,13.755415503067375,2024-09-17
62,235,1081,2,145.85366413475592,2024-09-17
62,235,1072,3,266.8169068957816,2024-09-17
63,315,1099,4,27.51083100613475,2024-11-03
63,315,1001,1,96.6234591330173,2024-11-03
63,315,1064,1,58.533296071297684,2024-11-03
63,315,1004,5,152.25557378233577,2024-11-03
63,315,1012,4,303.45680598051797,2024-11-03
64,791,1065,1,95.66601434681547,2024-10-03
64,791,1081,1,72.92683206737796,2024-10-03
64,791,1032,4,120.83056664820111,2024-10-03
65,400,1055,1,59.49858215448368,2024-03-11
65,400,1070,5,485.836539177053,2024-03-11
66,902,1028,3,40.80600602983388,2024-02-07
66,902,1083,5,474.71460474412265,2024-02-07
66,902,1052,5,476.37429419145144,2024-02-07
67,382,1020,1,19.376941629995166,2024-09-17
67,382,1006,2,145.4284161861794,2024-09-17
68,976,1037,4,351.5809452301862,2024-12-17
69,8,1036,3,67.85698550141181,2024-11-24
69,8,1096,3,247.21720550564197,2024-11-24
69,8,1030,3,241.76618264008926,2024-11-24
70,606,1084,5,65.5373346265731,2024-09-01
70,606,1020,3,58.1308248899855,2024-09-01
70,606,1012,1,75.86420149512949,2024-09-01
71,732,1060,1,95.74242550415109,2024-01-15
71,732,1064,3,175.59988821389305,2024-01-15
71,732,1087,3,191.83723843985373,2024-01-15
71,732,1051,4,257.19624861080194,2024-01-15
72,81,1054,3,36.63938337225105,2024-02-11
73,988,1029,3,252.46158516315222,2024-12-13
73,988,1081,1,72.92683206737796,2024-12-13
73,988,1070,2,194.3346156708212,2024-12-13
73,988,1040,1,50.20945707568247,2024-12-13
73,988,1075,3,97.10154722113282,2024-12-13
74,477,1052,5,476.37429419145144,2024-03-27
74,477,1017,3,89.99173583157078,2024-03-27
74,477,1078,4,309.304603923542,2024-03-27
74,477,1086,1,13.90268170262609,2024-03-27
74,477,1087,2,127.89149229323583,2024-03-27
75,733,1037,3,263.68570892263966,2024-02-19
75,733,1043,5,380.9592771908772,2024-02-19
75,733,1062,2,114.60589524567257,2024-02-19
76,301,1046,4,233.78771476937405,2024-09-08
76,301,1085,2,105.86748582586685,2024-09-08
76,301,1016,2,26.090875117597832,2024-09-08
76,301,1080,5,459.6297557280653,2024-09-08
76,301,1011,1,60.541622897820034,2024-09-08
77,137,1049,5,60.954412472194726,2024-09-28
77,137,1030,5,402.9436377334821,2024-09-28
77,137,1044,2,84.96332953659224,2024-09-28
78,998,1087,1,63.945746146617914,2024-01-28
79,260,1054,4,48.852511163001395,2024-09-10
79,260,1010,2,110.80823157709648,2024-09-10
79,260,1033,5,191.33296727992445,2024-09-10
79,260,1026,2,35.59387161203179,2024-09-10
80,337,1085,1,52.933742912933425,2024-05-01
80,337,1030,3,241.76618264008926,2024-05-01
80,337,1076,1,52.41273707574985,2024-05-01
80,337,1032,1,30.20764166205028,2024-05-01
81,44,1029,1,84.15386172105075,2024-11-04
82,27,1076,1,52.41273707574985,2024-06-22
82,27,1041,1,24.30979585239193,2024-06-22
82,27,1089,4,311.6458859190868,2024-06-22
82,27,1064,5,292.6664803564884,2024-06-22
82,27,1006,4,290.8568323723588,2024-06-22
83,334,1083,1,94.94292094882454,2024-12-20
83,334,1096,5,412.0286758427366,2024-12-20
83,334,1048,2,127.98688451899217,2024-12-20
83,334,1052,4,381.09943535316114,2024-12-20
83,334,1021,4,371.42656287883494,2024-12-20
84,986,1001,3,289.8703773990519,2024-09-03
84,986,1067,2,79.223458466023,2024-09-03
84,986,1057,1,34.873567417587594,2024-09-03
84,986,1085,1,52.933742912933425,2024-09-03
84,986,1044,1,42.48166476829612,2024-09-03
85,3,1017,4,119.98898110876104,2024-06-29
85,3,1082,1,27.174708695400284,2024-06-29
85,3,1025,1,36.41148473235535,2024-06-29
85,3,1083,2,189.88584189764907,2024-06-29
85,3,1002,1,82.62256839435884,2024-06-29
86,394,1054,2,24.426255581500698,2024-07-13
86,394,1007,5,250.88137211465232,2024-07-13
86,394,1002,5,413.1128419717942,2024-07-13
86,394,1052,3,285.82457651487084,2024-07-13
86,394,1017,4,119.98898110876104,2024-07-13
87,779,1005,1,79.91991382680857,2024-05-22
88,406,1059,2,41.23806331530327,2024-01-18
88,406,1046,2,116.89385738468702,2024-01-18
88,406,1019,2,120.75689875188493,2024-01-18
88,406,1086,1,13.90268170262609,2024-01-18
88,406,1003,4,376.4208193073019,2024-01-18
89,248,1022,3,262.65467645062495,2024-02-25
89,248,1074,2,58.392104256201605,2024-02-25
89,248,1061,2,51.63041302535695,2024-02-25
89,248,1012,3,227.59260448538848,2024-02-25
89,248,1091,4,222.10831878230186,2024-02-25
90,647,1070,4,388.6692313416424,2024-04-06
90,647,1016,3,39.13631267639675,2024-04-06
90,647,1037,1,87.89523630754655,2024-04-06
90,647,1065,4,382.6640573872619,2024-04-06
90,647,1023,4,127.8296273529514,2024-04-06
91,4,1080,3,275.77785343683917,2024-10-15
91,4,1036,3,67.85698550141181,2024-10-15
91,4,1060,2,191.48485100830217,2024-10-15
91,4,1049,5,60.954412472194726,2024-10-15
91,4,1062,3,171.90884286850886,2024-10-15
92,442,1090,4,267.039887994948,2024-03-08
92,442,1026,2,35.59387161203179,2024-03-08
93,904,1027,4,107.82690084152327,2024-10-27
93,904,1091,2,111.05415939115093,2024-10-27
93,904,1019,1,60.378449375942466,2024-10-27
94,900,1031,5,33.56989197915717,2024-10-17
94,900,1059,1,20.619031657651636,2024-10-17
94,900,1006,3,218.14262427926909,2024-10-17
94,900,1036,1,22.61899516713727,2024-10-17
95,603,1063,2,153.051976026493,2024-01-09
96,118,1014,2,140.16837088732413,2024-08-28
97,301,1003,3,282.3156144804764,2024-12-07
97,301,1035,4,391.92319305109885,2024-12-07
97,301,1047,2,68.87693217349866,2024-12-07
97,301,1025,5,182.05742366177674,2024-12-07
98,600,1053,4,93.65489013166987,2024-07-19
98,600,1014,1,70.08418544366207,2024-07-19
98,600,1015,4,219.93673784734136,2024-07-19
99,788,1081,5,364.6341603368898,2024-03-25
99,788,1072,3,266.8169068957816,2024-03-25
99,788,1024,4,196.12422500186779,2024-03-25
99,788,1037,5,439.47618153773277,2024-03-25
99,788,1030,1,80.58872754669642,2024-03-25
100,735,1011,5,302.7081144891002,2024-07-30
100,735,1074,5,145.980260640504,2024-07-30
100,735,1073,2,181.52215621873205,2024-07-30
100,735,1039,5,112.61456133942714,2024-07-30
101,41,1046,3,175.34078607703054,2024-06-06
101,41,1065,2,191.33202869363095,2024-06-06
101,41,1075,4,129.4687296281771,2024-06-06
101,41,1058,2,48.243450769043044,2024-06-06
102,519,1089,3,233.73441443931512,2024-05-01
102,519,1030,5,402.9436377334821,2024-05-01
102,519,1080,2,183.8519022912261,2024-05-01
102,519,1074,3,87.58815638430241,2024-05-01
103,93,1026,3,53.390807418047686,2024-08-21
103,93,1066,2,22.551801802035254,2024-08-21
103,93,1051,4,257.19624861080194,2024-08-21
103,93,1066,3,33.82770270305288,2024-08-21
104,13,1077,5,458.254937635371,2024-01-10
104,13,1071,1,46.779997782918585,2024-01-10
104,13,1044,4,169.92665907318448,2024-01-10
104,13,1054,2,24.426255581500698,2024-01-10
105,394,1049,5,60.954412472194726,2024-12-18
105,394,1053,3,70.24116759875241,2024-12-18
105,394,1071,5,233.89998891459294,2024-12-18
105,394,1042,4,156.39690942102095,2024-12-18
105,394,1068,5,209.64858137234432,2024-12-18
106,913,1065,4,382.6640573872619,2024-02-20
106,913,1047,1,34.43846608674933,2024-02-20
106,913,1066,4,45.10360360407051,2024-02-20
106,913,1095,2,45.62730661545713,2024-02-20
107,457,1048,3,191.98032677848826,2024-12-22
107,457,1036,2,45.23799033427454,2024-12-22
107,457,1078,1,77.3261509808855,2024-12-22
107,457,1043,3,228.57556631452633,2024-12-22
107,457,1005,1,79.91991382680857,2024-12-22
108,662,1034,4,34.18199885287266,2024-05-19
109,823,1080,4,367.7038045824522,2024-12-15
109,823,1061,1,25.815206512678476,2024-12-15
109,823,1017,5,149.98622638595128,2024-12-15
110,400,1096,5,412.0286758427366,2024-12-26
110,400,1064,3,175.59988821389305,2024-12-26
110,400,1098,2,63.22000778548669,2024-12-26
111,770,1081,4,291.70732826951183,2024-04-06
111,770,1067,5,198.0586461650575,2024-04-06
111,770,1016,2,26.090875117597832,2024-04-06
111,770,1074,3,87.58815638430241,2024-04-06
112,235,1017,5,149.98622638595128,2024-08-28
112,235,1087,5,319.72873073308955,2024-08-28
112,235,1027,1,26.956725210380817,2024-08-28
112,235,1021,5,464.28320359854365,2024-08-28
112,235,1083,2,189.88584189764907,2024-08-28
113,891,1006,4,290.8568323723588,2024-08-18
113,891,1029,2,168.3077234421015,2024-08-18
113,891,1009,1,9.173029511066217,2024-08-18
113,891,1037,1,87.89523630754655,2024-08-18
113,891,1039,4,90.09164907154171,2024-08-18
114,528,1029,3,252.46158516315222,2024-01-04
114,528,1055,1,59.49858215448368,2024-01-04
114,528,1040,1,50.20945707568247,2024-01-04
115,130,1071,2,93.55999556583717,2024-01-31
115,130,1062,5,286.51473811418145,2024-01-31
115,130,1098,2,63.22000778548669,2024-01-31
115,130,1035,2,195.96159652554942,2024-01-31
115,130,1082,3,81.52412608620085,2024-01-31
116,857,1056,1,84.65441362844902,2024-09-13
116,857,1024,1,49.031056250466946,2024-09-13
116,857,1034,4,34.18199885287266,2024-09-13
116,857,1012,5,379.32100747564743,2024-09-13
116,857,1083,3,284.82876284647364,2024-09-13
117,650,1011,4,242.16649159128013,2024-02-16
117,650,1038,3,160.8959690631167,2024-02-16
117,650,1065,5,478.33007173407736,2024-02-16
117,650,1024,2,98.06211250093389,2024-02-16
117,650,1074,5,145.980260640504,2024-02-16
118,726,1064,4,234.13318428519074,2024-09-16
118,726,1051,4,257.19624861080194,2024-09-16
119,335,1077,1,91.6509875270742,2024-05-10
119,335,1006,5,363.5710404654485,2024-05-10
119,335,1020,3,58.1308248899855,2024-05-10
120,166,1093,4,72.91555508517679,2024-06-20
120,166,1020,3,58.1308248899855,2024-06-20
121,628,1097,1,75.00965146218013,2024-09-13
121,628,1012,1,75.86420149512949,2024-09-13
122,491,1047,4,137.75386434699732,2024-09-26
122,491,1081,3,218.78049620213386,2024-09-26
122,491,1030,4,322.3549101867857,2024-09-26
123,749,1054,3,36.63938337225105,2024-02-19
123,749,1056,2,169.30882725689804,2024-02-19
123,749,1023,5,159.78703419118926,2024-02-19
123,749,1060,4,382.96970201660434,2024-02-19
123,749,1090,5,333.799859993685,2024-02-19
124,511,1036,4,90.47598066854908,2024-02-29
124,511,1094,5,147.62482573069389,2024-02-29
124,511,1025,2,72.8229694647107,2024-02-29
125,183,1051,1,64.29906215270049,2024-09-07
126,381,1072,3,266.8169068957816,2024-08-12
126,381,1098,3,94.83001167823004,2024-08-12
126,381,1049,1,12.190882494438945,2024-08-12
126,381,1059,2,41.23806331530327,2024-08-12
126,381,1097,1,75.00965146218013,2024-08-12
127,582,1027,3,80.87017563114244,2024-09-18
127,582,1081,3,218.78049620213386,2024-09-18
127,582,1097,3,225.0289543865404,2024-09-18
127,582,1054,2,24.426255581500698,2024-09-18
128,129,1035,1,97.98079826277471,2024-09-11
128,129,1062,5,286.51473811418145,2024-09-11
128,129,1010,2,110.80823157709648,2024-09-11
128,129,1047,2,68.87693217349866,2024-09-11
128,129,1039,4,90.09164907154171,2024-09-11
129,621,1070,3,291.5019235062318,2024-06-16
129,621,1083,3,284.82876284647364,2024-06-16
129,621,1020,4,77.50776651998066,2024-06-16
129,621,1073,3,272.28323432809805,2024-06-16
129,621,1045,2,37.93016752835895,2024-06-16
130,948,1063,2,153.051976026493,2024-06-19
130,948,1029,2,168.3077234421015,2024-06-19
130,948,1084,4,52.42986770125848,2024-06-19
130,948,1090,5,333.799859993685,2024-06-19
130,948,1021,1,92.85664071970874,2024-06-19
131,595,1001,1,96.6234591330173,2024-02-09
131,595,1008,3,132.89802735012796,2024-02-09
132,10,1076,1,52.41273707574985,2024-03-14
132,10,1084,5,65.5373346265731,2024-03-14
132,10,1016,1,13.045437558798916,2024-03-14
133,552,1074,5,145.980260640504,2024-06-29
133,552,1003,5,470.52602413412734,2024-06-29
133,552,1045,4,75.8603350567179,2024-06-29
133,552,1053,5,117.06861266458733,2024-06-29
133,552,1010,5,277.02057894274117,2024-06-29
134,333,1026,4,71.18774322406358,2024-03-30
134,333,1067,2,79.223458466023,2024-03-30
134,333,1003,4,376.4208193073019,2024-03-30
135,513,1020,1,19.376941629995166,2024-05-18
135,513,1086,3,41.70804510787827,2024-05-18
135,513,1027,3,80.87017563114244,2024-05-18
135,513,1035,2,195.96159652554942,2024-05-18
136,379,1008,5,221.49671225021325,2024-10-02
137,1,1006,4,290.8568323723588,2024-10-21
137,1,1032,3,90.62292498615084,2024-10-21
137,1,1014,5,350.42092721831034,2024-10-21
138,507,1067,4,158.446916932046,2024-09-26
138,507,1094,1,29.52496514613878,2024-09-26
138,507,1016,2,26.090875117597832,2024-09-26
139,928,1046,1,58.44692869234351,2024-01-11
139,928,1059,4,82.47612663060654,2024-01-11
140,197,1011,4,242.16649159128013,2024-05-04
140,197,1049,2,24.38176498887789,2024-05-04
140,197,1091,4,222.10831878230186,2024-05-04
140,197,1030,4,322.3549101867857,2024-05-04
140,197,1024,5,245.15528125233473,2024-05-04
141,691,1019,5,301.89224687971233,2024-10-27
141,691,1098,2,63.22000778548669,2024-10-27
142,114,1087,5,319.72873073308955,2024-04-24
142,114,1096,1,82.40573516854732,2024-04-24
142,114,1069,3,62.45988602845448,2024-04-24
142,114,1002,5,413.1128419717942,2024-04-24
142,114,1016,5,65.22718779399457,2024-04-24
143,82,1079,1,64.09872754991338,2024-05-26
143,82,1005,2,159.83982765361714,2024-05-26
143,82,1013,4,45.70685939005576,2024-05-26
144,977,1034,1,8.545499713218165,2024-12-15
144,977,1041,1,24.30979585239193,2024-12-15
144,977,1005,4,319.67965530723427,2024-12-15
144,977,1068,2,83.85943254893773,2024-12-15
145,293,1038,5,268.15994843852786,2024-12-08
145,293,1050,2,25.860991518823237,2024-12-08
145,293,1009,1,9.173029511066217,2024-12-08
145,293,1030,2,161.17745509339284,2024-12-08
145,293,1014,1,70.08418544366207,2024-12-08
146,696,1033,2,76.53318691196978,2024-02-19
146,696,1020,1,19.376941629995166,2024-02-19
147,80,1061,4,103.2608260507139,2024-06-16
147,80,1040,3,150.6283712270474,2024-06-16
148,497,1007,2,100.35254884586092,2024-08-07
149,383,1009,3,27.519088533198648,2024-09-15
150,240,1058,5,120.60862692260761,2024-09-08
150,240,1066,2,22.551801802035254,2024-09-08
150,240,1096,2,164.81147033709465,2024-09-08
150,240,1025,5,182.05742366177674,2024-09-08
150,240,1025,5,182.05742366177674,2024-09-08
151,848,1070,3,291.5019235062318,2024-01-06
151,848,1047,3,103.31539826024799,2024-01-06
152,795,1041,1,24.30979585239193,2024-05-03
152,795,1054,4,48.852511163001395,2024-05-03
152,795,1083,3,284.82876284647364,2024-05-03
152,795,1059,4,82.47612663060654,2024-05-03
152,795,1091,4,222.10831878230186,2024-05-03
153,865,1061,2,51.63041302535695,2024-07-26
153,865,1012,5,379.32100747564743,2024-07-26
153,865,1099,4,27.51083100613475,2024-07-26
154,805,1063,1,76.5259880132465,2024-11-04
154,805,1030,2,161.17745509339284,2024-11-04
155,397,1033,1,38.26659345598489,2024-09-11
155,397,1056,2,169.30882725689804,2024-09-11
155,397,1096,1,82.40573516854732,2024-09-11
155,397,1035,3,293.9423947883241,2024-09-11
155,397,1063,1,76.5259880132465,2024-09-11
156,636,1098,2,63.22000778548669,2024-03-29
156,636,1059,1,20.619031657651636,2024-03-29
157,800,1001,2,193.2469182660346,2024-05-30
157,800,1020,2,38.75388325999033,2024-05-30
158,49,1071,4,187.11999113167434,2024-04-12
158,49,1031,3,20.141935187494305,2024-04-12
159,17,1021,5,464.28320359854365,2024-09-18
159,17,1081,3,218.78049620213386,2024-09-18
160,714,1019,2,120.75689875188493,2024-10-17
160,714,1087,1,63.945746146617914,2024-10-17
161,274,1031,4,26.855913583325737,2024-09-15
161,274,1080,2,183.8519022912261,2024-09-15
162,14,1061,4,103.2608260507139,2024-01-01
163,804,1096,2,164.81147033709465,2024-04-18
164,434,1076,4,209.6509483029994,2024-01-11
165,327,1066,2,22.551801802035254,2024-12-18
165,327,1017,1,29.99724527719026,2024-12-18
166,407,1054,2,24.426255581500698,2024-06-22
166,407,1021,3,278.56992215912624,2024-06-22
167,627,1080,5,459.6297557280653,2024-12-27
167,627,1023,1,31.95740683823785,2024-12-27
167,627,1078,1,77.3261509808855,2024-12-27
167,627,1016,5,65.22718779399457,2024-12-27
168,232,1036,5,113.09497583568636,2024-09-12
168,232,1015,3,164.952553385506,2024-09-12
168,232,1025,1,36.41148473235535,2024-09-12
168,232,1054,4,48.852511163001395,2024-09-12
169,947,1086,2,27.80536340525218,2024-10-10
170,139,1067,4,158.446916932046,2024-02-16
170,139,1025,1,36.41148473235535,2024-02-16
170,139,1090,2,133.519943997474,2024-02-16
171,618,1051,2,128.59812430540097,2024-11-10
171,618,1072,3,266.8169068957816,2024-11-10
171,618,1024,5,245.15528125233473,2024-11-10
172,985,1068,3,125.7891488234066,2024-09-29
172,985,1039,4,90.09164907154171,2024-09-29
172,985,1089,1,77.9114714797717,2024-09-29
172,985,1080,5,459.6297557280653,2024-09-29
172,985,1041,4,97.23918340956772,2024-09-29
173,866,1069,4,83.2798480379393,2024-05-14
173,866,1079,4,256.3949101996535,2024-05-14
173,866,1032,4,120.83056664820111,2024-05-14
173,866,1004,3,91.35334426940146,2024-05-14
174,547,1018,4,104.46024882557253,2024-08-29
174,547,1084,1,13.10746692531462,2024-08-29
175,852,1022,3,262.65467645062495,2024-11-14
176,353,1019,1,60.378449375942466,2024-05-27
177,231,1064,2,117.06659214259537,2024-11-28
177,231,1004,2,60.902229512934305,2024-11-28
177,231,1043,4,304.76742175270175,2024-11-28
177,231,1008,3,132.89802735012796,2024-11-28
178,692,1025,4,145.6459389294214,2024-04-13
178,692,1058,3,72.36517615356456,2024-04-13
178,692,1007,3,150.52882326879137,2024-04-13
179,903,1081,3,218.78049620213386,2024-11-27
179,903,1050,3,38.791487278234854,2024-11-27
179,903,1060,5,478.7121275207554,2024-11-27
180,657,1042,5,195.4961367762762,2024-07-22
181,823,1070,3,291.5019235062318,2024-04-05
181,823,1099,1,6.877707751533688,2024-04-05
182,117,1065,5,478.33007173407736,2024-09-28
182,117,1099,5,34.38853875766844,2024-09-28
182,117,1079,4,256.3949101996535,2024-09-28
183,851,1057,3,104.62070225276278,2024-02-17
183,851,1097,3,225.0289543865404,2024-02-17
183,851,1051,1,64.29906215270049,2024-02-17
184,435,1076,1,52.41273707574985,2024-03-17
184,435,1004,4,121.80445902586861,2024-03-17
184,435,1083,5,474.71460474412265,2024-03-17
184,435,1022,1,87.55155881687499,2024-03-17
185,95,1054,4,48.852511163001395,2024-03-16
185,95,1005,2,159.83982765361714,2024-03-16
186,770,1013,5,57.133574237569704,2024-10-09
186,770,1053,5,117.06861266458733,2024-10-09
187,209,1043,4,304.76742175270175,2024-09-17
187,209,1044,3,127.44499430488835,2024-09-17
